P.Uniprot,P.Symbol,Description,Count,CTL1,CTL2,CTL3,CTL4,CTL5,CTL6,CTL7,CTL8,CTL9,CTL10,AD1,AD2,AD3,AD4,AD5,AD6,AD7,AD8,AD9,AD10,PD1,PD2,PD3,PD4,PD5,PD6,PD7,PD8,PD9,PD10,AD.pval,PD.pval,CT.mean,AD.mean,PD.mean
Q8N9B5,JMY,Junction-mediating and -regulatory protein OS=Homo sapiens JMY PE=1 SV=2,10,1.164698759,1.017559794,1.333333333,1.044025157,0.987012987,0.654545455,1.120599251,1.029962547,1.21634169,1.203342618,0.906751438,0.989100817,0.660377358,0.924528302,0.779220779,0.888311688,0.944569288,1.039325843,1.333333333,0.742804085,1.132909476,1.188313654,0.742138365,0.880503145,0.976623377,0.815584416,1.115355805,1.178651685,1.318477252,1.260909935,0.074704132,0.851006821,1.077142159,0.920832293,1.060946711
Q15040,JOSD1,Josephin-1 OS=Homo sapiens JOSD1 PE=1 SV=1,10,0.878378378,0.966216216,1.241545894,1.258454106,1.149193548,0.943548387,1.089430894,0.888396157,0.756218905,0.71641791,0.939189189,0.668918919,1.22705314,0.968599034,1.209677419,1.165322581,0.919438285,1.154471545,1.402985075,0.706467662,0.459459459,0.804054054,1.256038647,0.884057971,0.822580645,1.080645161,0.867701404,0.987435329,0.706467662,0.825870647,0.627028685,0.203678942,0.98878004,1.036212285,0.869431098
Q8TAC2,JOSD2,Josephin-2 OS=Homo sapiens JOSD2 PE=1 SV=1,5,0.93986014,1.00979021,,,,,1.329529244,0.736091298,0.659863946,1.129251701,1.283916084,1.132867133,,,,,1.192582026,1.506419401,0.142857143,,0.808391608,0.987412587,,,,,1.058487874,1.004279601,0.394557823,0.510204082,0.734044163,0.282447512,0.967397756,1.051728357,0.793888929
Q9HDC5,JPH1,Junctophilin-1 OS=Homo sapiens JPH1 PE=1 SV=2,10,1.1996337,0.908424908,0.778966132,0.982174688,0.928787879,1.104545455,0.874290942,0.741079597,1.283707865,0.983146067,0.888888889,1.068376068,1.292335116,1.242424242,0.640909091,0.822727273,1.057639524,0.978408051,0.733146067,1.109550562,1.06959707,0.96031746,0.91087344,0.98573975,0.833333333,1.027272727,0.968892955,1.136322049,1.005617978,0.893258427,0.95502437,0.991745081,0.978475723,0.983440488,0.979122519
Q8WXH2,JPH3,Junctophilin-3 OS=Homo sapiens JPH3 PE=1 SV=2,8,1.151243375,0.87321647,0.980686695,1.004291845,,,0.987162461,1.017264276,0.827586207,1.054187192,0.916428863,0.946188341,1.225321888,1.043991416,,,1.167773351,1.052678176,0.773399015,1.004926108,1.00896861,1.01100693,1.298283262,1.065450644,,,1.157591855,1.202744577,1.024630542,1.24137931,0.64176848,0.021340001,0.986954815,1.016338395,1.126256966
A0A087WWT0,JPH4,Junctophilin-4 OS=Homo sapiens JPH4 PE=1 SV=1,9,1.1636953,1.001620746,1.063917526,0.888659794,1.033057851,1.454545455,0.91805887,0.945107399,2.024390244,1.097560976,0.696920583,1.141004862,1.336082474,1.162886598,0.652892562,1.074380165,0.956245028,0.790771679,,1.195121951,0.972447326,0.988654781,0.964948454,1.022680412,1.446280992,0.909090909,1.147175815,1.150357995,1.463414634,1.829268293,0.266156457,0.835254937,1.159061416,1.000700656,1.189431961
P17275,JUNB,Transcription factor jun-B OS=Homo sapiens JUNB PE=1 SV=1,6,1.254716981,1.20754717,,,,,1.206349206,1.034391534,0.883333333,1.05,0.806603774,1.075471698,,,,,0.91005291,1.201058201,1.158333333,1.1,0.910377358,0.773584906,,,,,1.275132275,0.965608466,1.008333333,0.925,0.467650062,0.176667692,1.106056371,1.041919986,0.97633939
P17535,JUND,Transcription factor jun-D OS=Homo sapiens JUND PE=1 SV=3,8,1.154989384,1.10403397,,,0.95,1.088636364,1.207986689,0.898502496,0.883333333,1.05,1.014861996,1.023354565,,,0.870454545,1.188636364,0.873544093,1.206322795,1.158333333,1.1,0.908704883,0.861995754,,,0.911363636,1.147727273,1.207986689,0.926788686,1.008333333,0.925,0.849059047,0.385508491,1.04218528,1.054438461,0.987237532
P14923,JUP,Junction plakoglobin OS=Homo sapiens JUP PE=1 SV=3,10,0.879379262,0.813073125,0.703988291,0.669593853,1.225263158,0.863157895,0.792571608,1.181303116,0.609986505,0.689608637,0.890195156,0.79473313,1.54262715,0.992316136,1.135438596,1.319298246,0.972300913,0.748819641,1.233468286,0.580296896,1.157300729,0.882671056,0.660812294,0.829125503,1.312280702,0.741052632,1.355051936,0.63770853,0.719298246,0.71120108,0.132750522,0.600655339,0.842792545,1.020949415,0.900650271
J3QSW6,KALRN,Kalirin OS=Homo sapiens KALRN PE=1 SV=1,10,1.146148443,1.0810583,1.206432161,1.018693467,1.219913598,1.172598231,1.095918921,1.166862727,1.063068526,1.135839903,0.905642707,0.988995551,0.890452261,1.128442211,0.71343345,0.826990331,0.939552982,0.861279522,0.69375379,1.295936931,1.151674081,0.897307422,0.943517588,0.855477387,0.999382843,1.008434479,1.019002805,1.077187585,0.852031534,1.10430564,0.003321135,0.001928906,1.130653428,0.924447974,0.990832136
Q14678,KANK1,KN motif and ankyrin repeat domain-containing protein 1 OS=Homo sapiens KANK1 PE=1 SV=3,10,0.947772657,0.984639017,1.541666667,0.705645161,0.889320388,0.933980583,1.034825871,0.930348259,0.752089136,0.846796657,1.221966206,1.065284178,0.564516129,0.962365591,1.242718447,0.937864078,0.976933514,1.145635459,0.805013928,1.064066852,0.988479263,0.959293395,0.77688172,1.283602151,0.718446602,0.891262136,0.874717322,0.916327454,0.838440111,0.852367688,0.670015635,0.598667271,0.95670844,0.998636438,0.909981784
Q63ZY3-2,KANK2,Isoform 2 of KN motif and ankyrin repeat domain-containing protein 2 OS=Homo sapiens KANK2,10,0.611252546,0.730651731,0.911392405,0.742171885,1.040038132,1.051477598,0.751680912,1.0602849,0.877598152,0.762124711,1.060336049,0.884164969,1.824117255,0.964690207,1.12392755,0.979980934,1.124558405,0.762849003,0.80369515,0.743648961,1.115071283,0.708248473,0.662225183,0.936708861,1.394661582,0.920877026,1.175384615,0.719316239,1.016166282,0.605080831,0.135563888,0.461867232,0.853867297,1.027196848,0.925374038
Q63ZY3,KANK2,KN motif and ankyrin repeat domain-containing protein 2 OS=Homo sapiens KANK2 PE=1 SV=1,10,0.616319444,0.740079365,0.921555702,0.771259064,1.031190926,1.042533081,0.748852312,1.050722204,0.877598152,0.762124711,1.070436508,0.883928571,1.911667765,0.954515491,1.11436673,1.002835539,1.117232113,0.759377449,0.80369515,0.743648961,1.126488095,0.711805556,0.706657877,0.994067238,1.398865784,0.926275992,1.170753555,0.717276901,1.016166282,0.605080831,0.141752302,0.395691244,0.856223496,1.036170428,0.937343811
Q6NY19,KANK3,KN motif and ankyrin repeat domain-containing protein 3 OS=Homo sapiens KANK3 PE=1 SV=1,10,1.181066867,0.99273729,1.168654174,1.137989779,0.567931457,0.844553244,1.018503176,0.950013808,1.048319328,1.004201681,0.978211871,0.916103181,1.996592845,1.022146508,1.250917993,0.915544676,1.132283899,1.070974869,0.798319328,0.787815126,1.011269722,0.900576008,0.896081772,0.66439523,0.966952264,0.695226438,0.988124827,1.058823529,1.025210084,1.044117647,0.453749742,0.372430786,0.99139708,1.086891029,0.925077752
Q15046,KARS,Lysine--tRNA ligase OS=Homo sapiens KARS PE=1 SV=3,10,1.044274486,1.042263212,0.955214998,1.056985568,1.104558549,1.037112354,0.87930994,0.99264343,0.991137371,0.990645002,0.995209993,1.023473681,1.117393245,0.97783068,0.844941535,0.975427894,1.025877265,1.016710931,0.927129493,0.86755293,1.088099082,1.106306402,0.963249516,0.992411843,0.9649212,1.096085409,0.984323219,1.049615719,0.991629739,0.950763171,0.32961508,0.738011842,1.009414491,0.977154765,1.01874053
Q15046-2,KARS,Isoform Mitochondrial of Lysine--tRNA ligase OS=Homo sapiens KARS,10,1.044274486,1.042263212,0.955214998,1.056985568,1.133982036,1.035928144,0.87930994,0.99264343,0.991137371,0.990645002,0.995209993,1.023473681,1.117393245,0.97783068,0.844685629,0.972679641,1.025877265,1.016710931,0.927129493,0.86755293,1.088099082,1.106306402,0.963249516,0.992411843,0.968188623,1.090194611,0.984323219,1.049615719,0.991629739,0.950763171,0.301759218,0.828967834,1.012238419,0.976854349,1.018478192
Q9H7Z6-2,KAT8,Isoform 2 of Histone acetyltransferase KAT8 OS=Homo sapiens KAT8,8,,,0.993197279,0.829931973,0.76344086,0.731182796,0.975348339,1.012861736,0.998341625,0.835820896,,,0.850340136,0.931972789,0.88172043,0.892473118,0.8585209,0.9528403,1.064676617,1.247097844,,,1.108843537,0.891156463,0.758064516,0.887096774,1.002143623,1.025723473,0.875621891,0.965174129,0.299851428,0.417763756,0.892515688,0.959955267,0.939228051
O75449,KATNA1,Katanin p60 ATPase-containing subunit A1 OS=Homo sapiens KATNA1 PE=1 SV=1,10,1.182561308,0.852861035,0.585365854,0.691056911,1.190839695,1.847328244,1.078014184,1.054871221,1.132394366,1.205633803,0.997275204,0.877384196,0.894308943,0.804878049,1.145038168,1.129770992,0.973497574,0.873460246,1.076056338,0.321126761,1.076294278,0.961852861,0.723577236,0.691056911,1.053435115,1.06870229,0.986935424,1.007092199,1.453521127,0.923943662,0.208775513,0.503427381,1.082092662,0.909279647,0.99464111
Q9BW62,KATNAL1,Katanin p60 ATPase-containing subunit A-like 1 OS=Homo sapiens KATNAL1 PE=1 SV=1,10,1.036559536,0.996776867,1.074487896,1.00744879,0.887016469,1.058598238,1.094332887,1.039892905,1.093256815,1.011477762,0.854406483,0.963440464,1.05679702,1.045623836,0.758330142,0.825737265,0.963141455,0.902454261,0.928263989,0.611190818,1.106363385,0.918500783,1.237430168,0.994413408,0.923783991,0.91076216,1.068094601,0.98723784,1.230989957,1.008608321,0.008347753,0.842425719,1.029984816,0.890938573,1.038618461
Q8IYT4,KATNAL2,Katanin p60 ATPase-containing subunit A-like 2 OS=Homo sapiens KATNAL2 PE=2 SV=3,10,0.950131234,0.933070866,0.585365854,0.691056911,0.950483092,0.956521739,0.985050285,1.018573888,1.180555556,0.961111111,1.021434821,1.057742782,0.894308943,0.804878049,1.076086957,0.972222222,0.996285222,1.050285404,1.002777778,1.544444444,1.017935258,0.974190726,0.723577236,0.691056911,0.933574879,0.942431562,0.963667663,1.038506841,1.133333333,1.011111111,0.153550811,0.753883612,0.921192053,1.042046662,0.942938552
Q9BVA0,KATNB1,Katanin p80 WD40 repeat-containing subunit B1 OS=Homo sapiens KATNB1 PE=1 SV=1,10,1.109697933,1.066375199,1.020242915,1.056991591,1.145177665,1.086971235,1.038818377,1.058561568,1.02131216,0.887588801,0.979332273,0.98926868,1.039551542,1.020865774,0.843316413,0.906937394,0.996214652,1.023231648,0.709569578,0.611784371,1.195945946,0.945151033,1.029585799,0.956711305,1.021996616,1.065989848,1.092110146,1.06806205,0.854157961,1.083994985,0.015427906,0.636148116,1.049173744,0.912007233,1.031370569
Q674X7,KAZN,Kazrin OS=Homo sapiens KAZN PE=1 SV=2,10,1.13027061,1.069645479,0.979306777,1.001034661,1.029320455,0.909968955,1.044171322,0.92886406,0.997150997,1.008547009,0.899727292,0.978183344,0.85566477,0.948266943,1.000344947,1.083822008,0.936759777,0.95538175,1.041921042,1.153439153,1.020767778,1.023075309,1.042938438,0.833936886,0.958951363,0.938944464,1.003054004,1.017504655,0.978428978,1.112739113,0.487979702,0.593910412,1.009828033,0.985351102,0.993034099
O94819,KBTBD11,Kelch repeat and BTB domain-containing protein 11 OS=Homo sapiens KBTBD11 PE=1 SV=1,10,1.060363315,1.098208654,0.983955795,0.944411158,0.978129432,0.890199298,0.993314231,1.059416717,0.961004143,0.921764563,1.059227955,0.974517472,1.009653152,0.995805872,1.10621781,1.028289916,0.957197752,1.030008218,1.085059712,0.946624421,1.06540936,0.955027122,1.022435257,1.000466014,0.896767933,1.005747555,0.97367895,0.949956687,1.000487448,1.085059712,0.274888277,0.816331635,0.989076731,1.019260228,0.995503604
Q8IY47,KBTBD2,Kelch repeat and BTB domain-containing protein 2 OS=Homo sapiens KBTBD2 PE=1 SV=2,8,0.753670473,1.070146819,1.376811594,1.137681159,0.772563177,0.678700361,,,0.873786408,0.640776699,0.841761827,0.704730832,0.905797101,1.442028986,0.931407942,0.938628159,,,0.388349515,0.815533981,0.822185971,0.939641109,1.166666667,0.920289855,0.490974729,1.083032491,,,1.436893204,1.825242718,0.765357188,0.326646139,0.913017086,0.871029793,1.085615843
Q8NAB2,KBTBD3,Kelch repeat and BTB domain-containing protein 3 OS=Homo sapiens KBTBD3 PE=2 SV=2,6,0.712121212,0.962121212,1.594059406,1,,,0.931147541,0.8,,,1.022727273,1.204545455,1.059405941,0.930693069,,,1.08852459,0.557377049,,,0.772727273,0.613636364,0.425742574,0.564356436,,,0.950819672,0.963934426,,,0.887461457,0.095849828,0.999908229,0.977212229,0.715202791
Q8WVZ9,KBTBD7,Kelch repeat and BTB domain-containing protein 7 OS=Homo sapiens KBTBD7 PE=1 SV=1,7,0.883942766,0.960254372,,,0.686868687,0.909090909,0.577235772,1.18699187,1.06122449,1.005102041,1.077901431,0.925278219,,,,1.171717172,0.926829268,1.349593496,1.147959184,0.826530612,1.160572337,0.93481717,,,1.070707071,1.494949495,1.227642276,0.739837398,1.173469388,0.923469388,0.145322094,0.111553892,0.908838863,1.060829912,1.090683065
Q9P0J7,KCMF1,E3 ubiquitin-protein ligase KCMF1 OS=Homo sapiens KCMF1 PE=1 SV=2,10,1.067405138,1.115248645,1.046059365,0.876151484,1.233576642,1.302919708,0.978999528,0.922133082,0.864978903,0.620253165,0.998350224,1.115720009,0.939611054,0.996929376,1.065693431,1.204379562,0.949268523,1.133317603,0.839662447,1.05907173,1.164270563,1.069997643,1.023541453,0.972364381,1.255474453,1.131386861,0.891694195,0.972628598,0.82278481,0.970464135,0.703902826,0.745135357,1.002772566,1.030200396,1.027460709
Q09470,KCNA1,Potassium voltage-gated channel subfamily A member 1 OS=Homo sapiens KCNA1 PE=1 SV=2,10,0.899634698,1.253544672,1.133070866,1.137401575,0.82418136,0.80906801,1.103731296,1.074562788,0.945383297,1.02032819,0.836728376,0.873382453,0.782677165,0.98976378,1.078085642,1.408564232,1.040090915,0.969631921,1.13397012,0.552534901,0.774812705,1.399665655,0.972834646,1.146850394,0.868513854,0.926952141,1.054864575,0.980364922,0.912074455,1.34802841,0.541596799,0.819208718,1.020090675,0.96654295,1.038496176
P16389,KCNA2,Potassium voltage-gated channel subfamily A member 2 OS=Homo sapiens KCNA2 PE=1 SV=2,10,0.902644333,1.229317235,1.068667917,1.107692308,0.936697248,0.911926606,1.238000249,1.177658646,0.952504318,0.839378238,0.85672987,0.851118102,0.736210131,0.87054409,1.120183486,1.224770642,1.334746291,1.037526493,1.037996546,0.597582038,0.75945923,1.318765411,0.917073171,1.134709193,0.894495413,1.099082569,1.183642937,1.209076175,0.943005181,1.038860104,0.423818236,0.853119092,1.03644871,0.966740769,1.049816938
P22001,KCNA3,Potassium voltage-gated channel subfamily A member 3 OS=Homo sapiens KCNA3 PE=1 SV=3,8,1.011013216,0.955947137,1.791666667,0.991666667,,,1.002463054,1.087027915,0.792822186,0.828711256,0.953010279,0.972099853,1.4,1.383333333,,,1.016420361,0.962643678,1.347471452,0.959216966,0.916299559,0.99339207,1.583333333,1.241666667,,,1.178571429,1.033251232,0.877650897,1.044045677,0.62461639,0.715031694,1.057664762,1.12427449,1.108526358
P22459,KCNA4,Potassium voltage-gated channel subfamily A member 4 OS=Homo sapiens KCNA4 PE=1 SV=2,10,1.050797546,0.917300613,0.901506373,0.989571263,0.951890034,0.852233677,1.013913824,1.082585278,1.091676719,0.979493366,0.901104294,0.960490798,0.929316338,0.924681344,0.726804124,0.714776632,0.950628366,0.957809695,0.681544029,0.420989144,1.132269939,0.990429448,0.954808806,1.012746234,0.932989691,0.89862543,1.02513465,1.045332136,1.177322075,0.863691194,0.014445494,0.618446646,0.983096869,0.816814476,1.00333496
P17658,KCNA6,Potassium voltage-gated channel subfamily A member 6 OS=Homo sapiens KCNA6 PE=1 SV=1,10,1.091104735,1.133428981,0.947488584,0.910958904,0.965517241,0.996551724,1.318284424,1.376975169,1.254901961,1.529411765,1.215208034,0.850071736,0.851598174,0.776255708,1.010344828,0.968965517,1.151241535,1.313769752,1.294117647,0.91503268,0.772596844,1.06025825,0.753424658,0.815068493,1.065517241,1.093103448,1.146726862,1.182844244,1.08496732,0.954248366,0.210051997,0.070745254,1.152462349,1.034660561,0.992875573
Q14722,KCNAB1,Voltage-gated potassium channel subunit beta-1 OS=Homo sapiens KCNAB1 PE=1 SV=1,10,1.057894737,1.016959064,1.262337662,1.428571429,1.115727003,1.139465875,1.022984785,1.10650696,0.877492877,0.757834758,0.821052632,0.998245614,1.114285714,1.072727273,0.884272997,0.985163205,0.831984461,0.918096471,0.712250712,1.521367521,1.054385965,1.018128655,1.290909091,1.135064935,1.103857567,1.121661721,1.059242473,1.039171253,1.071225071,1.424501425,0.328130724,0.466598644,1.078577515,0.98594466,1.131814816
Q13303,KCNAB2,Voltage-gated potassium channel subunit beta-2 OS=Homo sapiens KCNAB2 PE=1 SV=2,10,1.026186069,1.004721396,1.131815224,1.134417697,1.016324233,0.967351534,1.020610968,1.002050581,0.962402019,0.965590541,0.892281453,0.973855529,0.883539362,0.975146389,0.946242612,1.207430341,1.046216941,0.95951417,1.000398565,1.190647004,0.90600886,1.206597475,1.042290176,1.077944047,0.913594146,1.096819589,1.090803933,1.089068826,0.928656835,1.140427793,0.70375312,0.498360908,1.023147026,1.007527237,1.049221168
Q13303-3,KCNAB2,Isoform 3 of Voltage-gated potassium channel subunit beta-2 OS=Homo sapiens KCNAB2,10,0.620779221,1.335064935,1.059259259,1.266666667,0.822222222,0.722222222,1.293103448,1.108836207,0.613636364,0.803030303,0.696103896,0.877922078,0.866666667,1.085185185,1.011111111,1.611111111,1.171336207,1.043103448,0.931818182,0.575757576,0.755844156,1.057142857,0.977777778,0.925925926,0.955555556,1.477777778,1.094827586,1.051724138,0.787878788,0.893939394,0.860274609,0.764195438,0.964482085,0.987011546,0.997839396
Q14721,KCNB1,Potassium voltage-gated channel subfamily B member 1 OS=Homo sapiens KCNB1 PE=1 SV=2,10,0.970807098,0.834573555,1.177631579,1.190789474,1.255813953,0.809302326,0.953232052,1.257670539,0.88,0.933333333,0.942186606,0.85060103,0.842105263,1.026315789,0.893023256,0.706976744,1.008042895,0.91808162,0.733333333,0.76,1.091013165,0.841442473,1.25,0.973684211,1.28372093,1.553488372,1.043193327,1.063449508,0.4,0.746666667,0.026945219,0.988693017,1.026315391,0.868066654,1.024665865
P48547-2,KCNC1,Isoform 2 of Potassium voltage-gated channel subfamily C member 1 OS=Homo sapiens KCNC1,8,0.839050132,0.722955145,1.157294214,1.196414018,,,0.884749709,0.944121071,1.14619883,0.467836257,0.841311723,0.92574444,1.049714751,0.963325183,,,1.119906868,0.786961583,0.807017544,0.467836257,0.743309461,1.102148511,1.044824776,1.34800326,,,1.165308498,1.116414435,1.005847953,1.169590643,0.667503662,0.141542822,0.919827422,0.870227294,1.086930942
Q96PR1,KCNC2,Potassium voltage-gated channel subfamily C member 2 OS=Homo sapiens KCNC2 PE=1 SV=1,8,,,1.063583815,0.813102119,1.081081081,0.786786787,0.920607122,1.199065966,1.178041543,0.676557864,,,1.186897881,0.905587669,0.804804805,1.075075075,1.158785756,0.963806188,1.109792285,0.786350148,,,0.816955684,0.716763006,0.984984985,0.852852853,1.139521308,0.91943958,0.738872404,1.391691395,0.70523781,0.854322852,0.964853287,0.998887476,0.945135152
Q03721,KCNC4,Potassium voltage-gated channel subfamily C member 4 OS=Homo sapiens KCNC4 PE=1 SV=2,8,0.568265683,0.450184502,0.588235294,1.132352941,0.733944954,1.009174312,1.305613306,1.185031185,,,0.922509225,0.745387454,0.558823529,0.867647059,0.752293578,0.972477064,1.056133056,1.521829522,,,0.745387454,0.885608856,0.970588235,1,0.917431193,1.467889908,0.977130977,1.214137214,,,0.734648542,0.29826045,0.871600272,0.924637561,1.02227173
Q9NZV8,KCND2,Potassium voltage-gated channel subfamily D member 2 OS=Homo sapiens KCND2 PE=1 SV=2,8,1.006912442,0.944700461,1.120786517,1.112359551,1.338129496,1.050359712,0.84307098,1.171897634,,,0.995391705,1.119815668,0.971910112,1.02247191,0.863309353,1.381294964,1.048768711,0.844036697,,,1.117511521,0.861751152,1.058988764,1.148876404,1.151079137,1.741007194,1.135683245,1.023177209,,,0.601550999,0.451485066,1.073527099,1.03087489,1.154759328
Q9UK17,KCND3,Potassium voltage-gated channel subfamily D member 3 OS=Homo sapiens KCND3 PE=1 SV=3,10,1.085116732,0.984435798,1.218523878,1.147612156,0.969210174,1.242302544,0.942838152,1.097706879,1.115755627,0.562700965,0.967412451,0.884241245,1.227206946,0.96382055,0.741633199,0.789825971,0.942505816,0.824194084,0.559485531,0.501607717,1.079766537,1.019455253,1.370477569,1.027496382,0.921017403,1.09772423,1.099036225,1.023928215,0.617363344,0.893890675,0.044002158,0.804694577,1.03662029,0.840193351,1.015015583
O95259,KCNH1,Potassium voltage-gated channel subfamily H member 1 OS=Homo sapiens KCNH1 PE=1 SV=1,10,1.293553677,1.005929103,1.02886539,1.073449557,1.030172414,1.216954023,1.083893395,0.962224797,1.289415248,1.273131014,0.866405954,0.870947395,0.91969134,0.964275507,1.04454023,1.073275862,0.906373117,0.853070684,0.750555144,0.752035529,0.982464993,1.205752491,1.102600743,0.948270935,1.343390805,1.199712644,1.057473928,1.13603708,0.980014804,1.196150999,0.00047523,0.854521752,1.125758862,0.900117076,1.115186942
